"#","Program Title","Agency/Office","Types of Assistance","Date Modified","Date Published"
"16.582","Crime Victim Assistance/Discretionary Grants","Department of Justice / Office of Victims of Crime","B - PROJECT GRANTS, C - DIRECT PAYMENTS FOR A SPECIFIED USE","7/8/2010 7:40","1/1/1988 0:00"
"16.583","Children's Justice Act Partnerships for Indian Communities","Department of Justice / Office of Victims of Crime","B - PROJECT GRANTS, C - DIRECT PAYMENTS FOR A SPECIFIED USE","7/8/2010 7:40","1/1/1989 0:00"
"16.585","Drug Court Discretionary Grant Program","Department of Justice / Bureau of Justice Assistance","B - PROJECT GRANTS","7/9/2010 7:49","1/1/1995 0:00"
"16.587","Violence Against Women Discretionary Grants for Indian Tribal Governments","Department of Justice / Violence Against Women Office","B - PROJECT GRANTS","10/14/2009 10:28","1/1/1995 0:00"
"16.588","Violence Against Women Formula Grants","Department of Justice / Violence Against Women Office","A - FORMULA GRANTS","10/14/2009 10:29","1/1/1995 0:00"
"16.589","Rural Domestic Violence, Dating Violence, Sexual Assault, and Stalking Assistance Program","Department of Justice / Violence Against Women Office","B - PROJECT GRANTS","10/14/2009 10:29","1/1/1996 0:00"
"16.590","The Community-Defined Solutions to Violence Against Women Grant Program","Department of Justice / Violence Against Women Office","B - PROJECT GRANTS","1/5/2010 12:41","1/1/1996 0:00"
"16.593","Residential Substance Abuse Treatment for State Prisoners","Department of Justice / Bureau of Justice Assistance","A - FORMULA GRANTS","6/21/2010 23:00","1/1/1996 0:00"
"16.595","Community Capacity Development Office","Department of Justice / Executive Office for Weed and Seed","B - PROJECT GRANTS, J - PROVISION OF SPECIALIZED SERVICES","7/8/2010 7:41","1/1/1995 0:00"
"16.596","Correctional Grant Program for Indian Tribes","Department of Justice / Bureau of Justice Assistance","B - PROJECT GRANTS","7/9/2010 7:49","1/1/1996 0:00"
"16.601","Corrections_Training and Staff Development","Department of Justice / Bureau of Prisons","B - PROJECT GRANTS, J - PROVISION OF SPECIALIZED SERVICES, L - DISSEMINATION OF TECHNICAL INFORMATION, M - TRAINING","11/5/2008 0:00","1/1/1976 0:00"
"16.602","Corrections_Research and Evaluation and Policy Formulation","Department of Justice / Bureau of Prisons","B - PROJECT GRANTS, J - PROVISION OF SPECIALIZED SERVICES, L - DISSEMINATION OF TECHNICAL INFORMATION","6/20/2008 0:00","1/1/1976 0:00"
"16.603","Corrections_Technical Assistance/Clearinghouse","Department of Justice / Bureau of Prisons","B - PROJECT GRANTS, J - PROVISION OF SPECIALIZED SERVICES, L - DISSEMINATION OF TECHNICAL INFORMATION","11/6/2008 0:00","1/1/1976 0:00"
"16.606","State Criminal Alien Assistance Program","Department of Justice / Bureau of Justice Assistance","C - Direct Payments for Specified Use","6/25/2010 11:53","1/1/1998 0:00"
"16.607","Bulletproof Vest Partnership Program","Department of Justice / Bureau of Justice Assistance","C - DIRECT PAYMENTS FOR A SPECIFIED USE","7/9/2010 7:50","1/1/1999 0:00"
"16.608","Tribal Court Assistance Program","Department of Justice / Bureau of Justice Assistance","B - PROJECT GRANTS","7/9/2010 7:50","1/1/1999 0:00"
"16.609","Project Safe Neighborhoods","Department of Justice / Bureau of Justice Assistance","B - PROJECT GRANTS","7/9/2010 7:50","1/1/1999 0:00"
"16.610","Regional Information Sharing Systems","Department of Justice / Bureau of Justice Assistance","B - PROJECT GRANTS","7/9/2010 7:50","1/1/1999 0:00"
"16.611","Closed-Circuit Televising of Child Victims of Abuse","Department of Justice / Bureau of Justice Assistance","B - PROJECT GRANTS","6/29/2010 10:23","1/1/1999 0:00"
"16.614","State and Local Anti-Terrorism Training","Department of Justice / Bureau of Justice Assistance","K - ADVISORY SERVICES AND COUNSELING, L - DISSEMINATION OF TECHNICAL INFORMATION, M - TRAINING","7/9/2010 7:51","1/1/1999 0:00"
"16.615","Public Safety Officers' Educational Assistance","Department of Justice / Bureau of Justice Assistance","D - DIRECT PAYMENTS WITH UNRESTRICTED USE","6/21/2010 23:01","1/1/1999 0:00"
"16.616","Indian Country Alcohol and Drug Prevention","Department of Justice / Bureau of Justice Assistance","B - PROJECT GRANTS","7/9/2010 7:51","1/1/2001 0:00"
"16.684","Supporting Teens through Education and Protection Act of 2005 (STEP Act)","Department of Justice / Violence Against Women Office","B - Project Grants (Discretionary)","9/10/2010 7:40","9/10/2010 7:40"
"16.710","Public Safety Partnership and Community Policing Grants","Department of Justice / Office of Community Oriented Policing Services","B - PROJECT GRANTS","8/27/2010 7:52","1/1/1995 0:00"
"16.726","Juvenile Mentoring Program","Department of Justice / Office of Juvenile Justice and Delinquency Prevention","B - PROJECT GRANTS","7/8/2010 7:42","1/1/1996 0:00"
"16.727","Enforcing Underage Drinking Laws Program","Department of Justice / Office of Juvenile Justice and Delinquency Prevention","B - PROJECT GRANTS","7/8/2010 7:42","1/1/1998 0:00"
"16.730","Reduction and Prevention of Children's Exposure to Violence","Department of Justice / Office of Juvenile Justice and Delinquency Prevention","B - PROJECT GRANTS","7/8/2010 7:43","1/1/1999 0:00"
"16.731","Tribal Youth Program","Department of Justice / Office of Juvenile Justice and Delinquency Prevention","B - PROJECT GRANTS","7/8/2010 7:43","1/1/1999 0:00"
"16.734","Special Data Collections and Statistical Studies","Department of Justice / Bureau of Justice Statistics","B - Cooperative Agreements","7/9/2010 7:51","1/1/2003 0:00"
"16.735","Protecting Inmates and Safeguarding Communities Discretionary Grant Program","Department of Justice / Bureau of Justice Assistance","B - PROJECT GRANTS","7/8/2010 7:43","1/1/2004 0:00"
"16.736","Transitional Housing Assistance for Victims of Domestic Violence, Dating Violence, Stalking, or Sexual Assault","Department of Justice / Violence Against Women Office","B - PROJECT GRANTS","10/14/2009 10:30","1/1/2004 0:00"
"16.737","Gang Resistance Education and Training","Department of Justice / Bureau of Justice Assistance","B - PROJECT GRANTS","7/8/2010 7:44","1/1/2004 0:00"
"16.738","Edward Byrne Memorial Justice Assistance Grant Program","Department of Justice / Bureau of Justice Assistance","A - FORMULA GRANTS, B - PROJECT GRANTS","7/9/2010 7:52","1/1/2005 0:00"
"16.739","National Prison Rape Statistics Program","Department of Justice / Bureau of Justice Statistics","B - Cooperative Agreements","7/6/2010 6:33","1/1/2005 0:00"
"16.740","Statewide Automated Victim Information Notification (SAVIN) Program","Department of Justice / Bureau of Justice Assistance","B - PROJECT GRANTS","7/6/2010 6:33","1/1/2005 0:00"
"16.741","Forensic DNA Backlog Reduction Program","Department of Justice / National Institute of Justice","A - FORMULA GRANTS","7/6/2010 6:33","1/1/2005 0:00"
"16.742","Paul Coverdell Forensic Sciences Improvement Grant Program","Department of Justice / National Institute of Justice","A - FORMULA GRANTS","7/6/2010 6:34","1/1/2005 0:00"
"16.745","Criminal and Juvenile Justice and Mental Health Collaboration Program","Department of Justice / Bureau of Justice Assistance","B - PROJECT GRANTS","7/6/2010 6:34","1/1/2006 0:00"
"16.746","Capital Case Litigation","Department of Justice / Bureau of Justice Assistance","B - PROJECT GRANTS","7/6/2010 6:34","1/1/2006 0:00"
"16.748","Convicted Offender and/or Arrestee DNA Backlog Reduction Program","Department of Justice / National Institute of Justice","A - FORMULA GRANTS","7/6/2010 6:34","1/1/2007 0:00"
"16.749","Radiation Exposure Compensation Program","Department of Justice / Civil Rights Division","B - PROJECT GRANTS","11/7/2008 0:00","1/1/2007 0:00"
"16.750","Support for Adam Walsh Act Implementation Grant Program","Department of Justice","B - PROJECT GRANTS","6/30/2010 13:50","1/1/2008 0:00"
"16.751","Edward Byrne Memorial Competitive Grant Program","Department of Justice / Bureau of Justice Assistance","B - PROJECT GRANTS","7/6/2010 10:09","1/1/2008 0:00"
"16.752","Economic High-Tech and Cyber Crime Prevention","Department of Justice / Bureau of Justice Assistance","B - PROJECT GRANTS","6/29/2010 10:26","1/1/2008 0:00"
"16.753","Congressionally Recommended Awards","Department of Justice / Bureau of Justice Assistance","B - PROJECT GRANTS","6/29/2010 10:27","1/1/2008 0:00"
"16.754","Harold Rogers Prescription Drug Monitoring Program","Department of Justice / Bureau of Justice Assistance","B - Project Grants","6/29/2010 10:33","7/21/2009 18:03"
"16.755","Southwest Border Prosecution Initiative Program","Department of Justice / Bureau of Justice Assistance","D - Direct Payments with Unrestricted Use","7/9/2010 7:52","7/21/2009 18:03"
"16.756","Court Appointed Special Advocates","Department of Justice / Office of Juvenile Justice and Delinquency Prevention","B - Cooperative Agreements","7/8/2010 7:44","1/1/2009 0:00"
"16.757","Judicial Training on Child Maltreatment for Court Personnel Juvenile Justice Programs","Department of Justice / Office of Juvenile Justice and Delinquency Prevention","B - Cooperative Agreements","7/8/2010 7:45","1/1/2009 0:00"
"16.758","Improving the Investigation and Prosecution of Child Abuse and the Regional and Local Children's Advocacy Centers","Department of Justice / Office of Juvenile Justice and Delinquency Prevention","B - Cooperative Agreements","7/8/2010 7:45","1/1/2009 0:00"
"16.800","Recovery Act - Internet Crimes against Children Task Force Program (ICAC)","Department of Justice","B - Project Grants, B - Project Grants (Cooperative Agreements)","7/8/2010 7:45","5/22/2009 9:42"
"16.801","Recovery Act - State Victim Assistance Formula Grant Program","Department of Justice / Office of Victims of Crime","B - Project Grants","7/8/2010 7:46","5/15/2009 17:33"
"16.802","Recovery Act - State Victim Compensation Formula Grant Program","Department of Justice","B - Project Grants","7/8/2010 7:46","5/15/2009 17:33"
"16.803","Recovery Act - Eward Byrne  Memorial Justice Assistance Grant (JAG) Program/ Grants  to States and Territories","Department of Justice","A - Formula Grants, B - Project Grants","6/30/2010 13:50","5/15/2009 17:33"
"16.804","Recovery Act - Edward Byrne Memorial Justice Assistance Grant (JAG) Program / Grants To Units Of Local Government","Department of Justice","A - Formula Grants, B - Project Grants","6/30/2010 13:51","5/15/2009 17:33"
"16.805","Recovery Act Transitional Housing","Department of Justice / Violence Against Women Office","B - Project Grants","10/14/2009 10:31","10/1/2009 14:29"
"16.806","Recovery Act - Violence Against Women Discretionary Grants For Indian Tribal Governments","Department of Justice / Violence Against Women Office","B - Project Grants (Discretionary)","10/14/2009 10:31","10/9/2009 7:47"
"16.807","Recovery Act - VOCA Crime Victim Assistance Discretionary Grant Program","Department of Justice / Office of Victims of Crime","B - Project Grants, C - Direct Payments for Specified Use","7/8/2010 7:47","5/15/2009 17:33"
"16.808","Recovery Act - Edward Byrne Memorial Competitive Grant Program","Department of Justice","B - Cooperative Agreements, B - Project Grants","7/6/2010 10:11","5/15/2009 17:33"
"16.809","Recovery Act - State and Local Law Enforcement Assistance Program: Combating Criminal Narcotics Activity Stemming from the Southern Border of the United States Competitive Grant Program","Department of Justice","B - Project Grants","7/6/2010 10:13","5/15/2009 17:33"
"16.810","Recovery Act  Assistance to Rural Law Enforcement to Combat Crime and Drugs Competitive Grant Program","Department of Justice","B - Project Grants","7/6/2010 10:14","5/15/2009 17:33"
"16.811","Recovery Act - Correctional Facilities On Tribal Lands","Department of Justice","B - Project Grants","7/6/2010 10:15","5/15/2009 17:33"
"16.812","Second Chance Act Prisoner Reentry Initiative","Department of Justice / Bureau of Justice Assistance","B - Cooperative Agreements","7/9/2010 7:52","6/18/2009 11:50"
"16.813","NICS Act Record Improvement Program","Department of Justice / Bureau of Justice Statistics","B - Cooperative Agreements","7/9/2010 7:53","6/30/2009 9:13"
"16.814","Northern Border Prosecution Initiative Program","Department of Justice / Bureau of Justice Assistance","D - Direct Payments with Unrestricted Use","7/18/2010 22:55","7/21/2009 18:04"
"16.815","Tribal Civil and Criminal Legal Assistance Grants, Training and Technical Assistance","Department of Justice / Bureau of Justice Assistance","B - Project Grants","4/18/2010 11:35","4/18/2010 11:35"
"16.816","John R.  Justice Prosecutors and Defenders Incentive Act","Department of Justice / Bureau of Justice Assistance","A - Formula Grants","5/6/2010 7:38","5/6/2010 7:38"
"17.002","Labor Force Statistics","Department of Labor / Bureau of Labor Statistics","B - PROJECT GRANTS, L - DISSEMINATION OF TECHNICAL INFORMATION","8/23/2010 9:34","1/1/1969 0:00"
"17.003","Prices and Cost of Living Data","Department of Labor / Bureau of Labor Statistics","L - DISSEMINATION OF TECHNICAL INFORMATION","8/23/2010 9:35","1/1/1969 0:00"
"17.004","Productivity and Technology Data","Department of Labor / Bureau of Labor Statistics","L - DISSEMINATION OF TECHNICAL INFORMATION","8/23/2010 9:35","1/1/1969 0:00"
"17.005","Compensation and Working Conditions","Department of Labor / Bureau of Labor Statistics","B - PROJECT GRANTS, L - DISSEMINATION OF TECHNICAL INFORMATION","8/23/2010 9:37","1/1/1969 0:00"
"17.150","Employee Benefits Security Administration","Department of Labor / Employee Benefits Security Administration","L - DISSEMINATION OF TECHNICAL INFORMATION","6/7/2010 8:16","1/1/1984 0:00"
"17.151","Employee Benefits Security Administration (EBSA)","Department of Labor / Employee Benefits Security Administration","G - Insurance","6/7/2010 8:16","5/13/2009 9:17"
"17.201","Registered Apprenticeship and Other Training","Department of Labor / Employment Training Administration","M - Training","8/23/2010 9:38","1/1/1965 0:00"
"17.207","Employment Service/Wagner-Peyser Funded Activities","Department of Labor / Employment Training Administration","A - FORMULA GRANTS, B - Project Grants","8/27/2010 7:52","1/1/1965 0:00"
"17.225","Unemployment Insurance","Department of Labor / Employment Training Administration","A - FORMULA GRANTS, D - DIRECT PAYMENTS WITH UNRESTRICTED USE","8/27/2010 7:52","1/1/1965 0:00"
"17.235","Senior Community Service Employment Program","Department of Labor / Employment Training Administration","A - FORMULA GRANTS, B - PROJECT GRANTS","8/26/2010 14:42","1/1/1975 0:00"
"17.245","Trade Adjustment Assistance","Department of Labor / Employment Training Administration","B - PROJECT GRANTS","8/27/2010 7:52","1/1/1981 0:00"
